latitude,longitude,month,"<xarray.DataArray (latitude: 37, longitude: 396)>
array([[341.8422 , 342.39432, 340.72748, ..., 342.56256, 343.59265,
        344.3616 ],
       [344.22052, 343.81616, 341.52805, ..., 343.6329 , 344.28928,
        346.32333],
       [346.69397, 345.5861 , 343.1191 , ..., 344.73755, 345.69162,
        347.9818 ],
       ...,
       [518.6304 , 518.612  , 518.6868 , ..., 518.5764 , 518.3487 ,
        518.7087 ],
       [518.82385, 518.9407 , 518.91925, ..., 519.49927, 519.33923,
        519.3456 ],
       [519.18536, 519.04926, 519.1632 , ..., 519.95636, 520.32745,
        520.0575 ]], dtype=float32)
Coordinates:
  * longitude  (longitude) float64 -5.0 -4.75 -4.5 -4.25 ... 2.25 2.5 2.75 3.0
  * latitude   (latitude) float32 12.0 11.75 11.5 11.25 ... 3.75 3.5 3.25 3.0
    month      (longitude) int64 1 1 1 1 1 1 1 1 1 ... 12 12 12 12 12 12 12 12"
12.0,-5.0,1,341.8422
12.0,-4.75,1,342.39432
12.0,-4.5,1,340.72748
12.0,-4.25,1,338.98462
12.0,-4.0,1,340.47012
12.0,-3.75,1,340.0012
12.0,-3.5,1,339.83804
12.0,-3.25,1,338.14056
12.0,-3.0,1,341.59995
12.0,-2.75,1,343.18198
12.0,-2.5,1,338.2199
12.0,-2.25,1,337.90326
12.0,-2.0,1,338.06976
12.0,-1.75,1,338.11087
12.0,-1.5,1,339.0796
12.0,-1.25,1,337.46875
12.0,-1.0,1,335.12665
12.0,-0.75,1,334.42624
12.0,-0.5,1,334.1406
12.0,-0.25,1,334.03055
12.0,0.0,1,334.51093
12.0,0.25,1,335.22818
12.0,0.5,1,335.49365
12.0,0.75,1,333.78387
12.0,1.0,1,332.344
12.0,1.25,1,331.85452
12.0,1.5,1,332.4113
12.0,1.75,1,332.8863
12.0,2.0,1,332.84872
12.0,2.25,1,333.16425
12.0,2.5,1,333.34784
12.0,2.75,1,333.83328
12.0,3.0,1,333.72147
12.0,-5.0,2,335.3837
12.0,-4.75,2,335.76355
12.0,-4.5,2,334.68582
12.0,-4.25,2,333.1937
12.0,-4.0,2,334.06714
12.0,-3.75,2,333.9101
12.0,-3.5,2,334.19107
12.0,-3.25,2,332.96515
12.0,-3.0,2,335.6657
12.0,-2.75,2,336.88742
12.0,-2.5,2,332.86182
12.0,-2.25,2,332.11722
12.0,-2.0,2,332.08734
12.0,-1.75,2,332.2428
12.0,-1.5,2,332.7469
12.0,-1.25,2,331.28738
12.0,-1.0,2,329.32236
12.0,-0.75,2,329.10736
12.0,-0.5,2,328.8693
12.0,-0.25,2,328.62756
12.0,0.0,2,329.35696
12.0,0.25,2,329.6426
12.0,0.5,2,329.64355
12.0,0.75,2,328.23837
12.0,1.0,2,326.98868
12.0,1.25,2,326.64462
12.0,1.5,2,326.879
12.0,1.75,2,327.13022
12.0,2.0,2,327.0239
12.0,2.25,2,327.16364
12.0,2.5,2,327.1082
12.0,2.75,2,327.12143
12.0,3.0,2,326.898
12.0,-5.0,3,353.78592
12.0,-4.75,3,354.35568
12.0,-4.5,3,353.634
12.0,-4.25,3,351.15436
12.0,-4.0,3,351.6147
12.0,-3.75,3,351.7883
12.0,-3.5,3,351.62958
12.0,-3.25,3,349.6864
12.0,-3.0,3,350.88168
12.0,-2.75,3,352.59637
12.0,-2.5,3,350.46542
12.0,-2.25,3,349.39163
12.0,-2.0,3,348.7469
12.0,-1.75,3,348.3519
12.0,-1.5,3,348.56268
12.0,-1.25,3,347.60315
12.0,-1.0,3,345.89993
12.0,-0.75,3,345.92722
12.0,-0.5,3,345.57394
12.0,-0.25,3,345.21707
12.0,0.0,3,345.2764
12.0,0.25,3,344.9012
12.0,0.5,3,345.26965
12.0,0.75,3,344.05673
12.0,1.0,3,343.28647
12.0,1.25,3,342.9644
12.0,1.5,3,342.7827
12.0,1.75,3,342.57083
12.0,2.0,3,341.0765
12.0,2.25,3,340.31708
12.0,2.5,3,339.44574
12.0,2.75,3,338.57394
12.0,3.0,3,338.39545
12.0,-5.0,4,406.6862
12.0,-4.75,4,407.94614
12.0,-4.5,4,408.06125
12.0,-4.25,4,403.87527
12.0,-4.0,4,403.49948
12.0,-3.75,4,404.861
12.0,-3.5,4,404.72598
12.0,-3.25,4,401.58566
12.0,-3.0,4,401.24347
12.0,-2.75,4,403.72983
12.0,-2.5,4,403.55917
12.0,-2.25,4,402.83047
12.0,-2.0,4,402.34818
12.0,-1.75,4,401.23425
12.0,-1.5,4,400.90704
12.0,-1.25,4,400.09937
12.0,-1.0,4,398.1401
12.0,-0.75,4,398.71445
12.0,-0.5,4,399.06168
12.0,-0.25,4,399.3325
12.0,0.0,4,399.4636
12.0,0.25,4,399.23117
12.0,0.5,4,400.23114
12.0,0.75,4,399.0601
12.0,1.0,4,398.61127
12.0,1.25,4,398.25314
12.0,1.5,4,398.04898
12.0,1.75,4,397.31534
12.0,2.0,4,394.2565
12.0,2.25,4,392.19717
12.0,2.5,4,389.14438
12.0,2.75,4,385.9609
12.0,3.0,4,384.19778
12.0,-5.0,5,453.6177
12.0,-4.75,5,456.70078
12.0,-4.5,5,457.1932
12.0,-4.25,5,450.3952
12.0,-4.0,5,449.30307
12.0,-3.75,5,451.51755
12.0,-3.5,5,451.55374
12.0,-3.25,5,448.23712
12.0,-3.0,5,446.7217
12.0,-2.75,5,448.58063
12.0,-2.5,5,448.79947
12.0,-2.25,5,448.52286
12.0,-2.0,5,448.94016
12.0,-1.75,5,447.75003
12.0,-1.5,5,446.92038
12.0,-1.25,5,446.11948
12.0,-1.0,5,444.2189
12.0,-0.75,5,444.7499
12.0,-0.5,5,445.543
12.0,-0.25,5,446.5269
12.0,0.0,5,447.18518
12.0,0.25,5,447.99625
12.0,0.5,5,449.01962
12.0,0.75,5,447.71918
12.0,1.0,5,447.34506
12.0,1.25,5,446.80222
12.0,1.5,5,448.04318
12.0,1.75,5,448.78012
12.0,2.0,5,446.8287
12.0,2.25,5,445.8891
12.0,2.5,5,443.1123
12.0,2.75,5,439.76065
12.0,3.0,5,437.73987
12.0,-5.0,6,485.36533
12.0,-4.75,6,488.7137
12.0,-4.5,6,489.31094
12.0,-4.25,6,482.23215
12.0,-4.0,6,480.95413
12.0,-3.75,6,482.92862
12.0,-3.5,6,482.3963
12.0,-3.25,6,479.65143
12.0,-3.0,6,477.71057
12.0,-2.75,6,478.3888
12.0,-2.5,6,478.22604
12.0,-2.25,6,478.7553
12.0,-2.0,6,480.58243
12.0,-1.75,6,479.27634
12.0,-1.5,6,478.75607
12.0,-1.25,6,477.97794
12.0,-1.0,6,475.40347
12.0,-0.75,6,474.63452
12.0,-0.5,6,474.19687
12.0,-0.25,6,475.38297
12.0,0.0,6,475.8805
12.0,0.25,6,476.97095
12.0,0.5,6,477.6178
12.0,0.75,6,475.7324
12.0,1.0,6,475.06735
12.0,1.25,6,473.59558
12.0,1.5,6,474.80902
12.0,1.75,6,475.81863
12.0,2.0,6,474.5433
12.0,2.25,6,475.04245
12.0,2.5,6,473.88425
12.0,2.75,6,471.45413
12.0,3.0,6,470.70645
12.0,-5.0,7,512.5653
12.0,-4.75,7,514.79395
12.0,-4.5,7,515.30054
12.0,-4.25,7,509.68167
12.0,-4.0,7,507.83487
12.0,-3.75,7,509.56686
12.0,-3.5,7,509.65097
12.0,-3.25,7,507.53342
12.0,-3.0,7,505.95667
12.0,-2.75,7,506.1188
12.0,-2.5,7,504.43723
12.0,-2.25,7,504.16925
12.0,-2.0,7,506.12674
12.0,-1.75,7,504.88495
12.0,-1.5,7,504.32083
12.0,-1.25,7,503.6733
12.0,-1.0,7,502.00452
12.0,-0.75,7,500.60562
12.0,-0.5,7,499.03714
12.0,-0.25,7,500.30777
12.0,0.0,7,500.64795
12.0,0.25,7,502.04483
12.0,0.5,7,503.2986
12.0,0.75,7,502.16226
12.0,1.0,7,502.1154
12.0,1.25,7,500.43744
12.0,1.5,7,500.84958
12.0,1.75,7,501.18527
12.0,2.0,7,499.76752
12.0,2.25,7,499.9888
12.0,2.5,7,499.4161
12.0,2.75,7,498.62943
12.0,3.0,7,498.81192
12.0,-5.0,8,524.80646
12.0,-4.75,8,526.2777
12.0,-4.5,8,526.6898
12.0,-4.25,8,522.9339
12.0,-4.0,8,521.53564
12.0,-3.75,8,523.1622
12.0,-3.5,8,523.6566
12.0,-3.25,8,522.87445
12.0,-3.0,8,522.0503
12.0,-2.75,8,521.66675
12.0,-2.5,8,519.85724
12.0,-2.25,8,519.50397
12.0,-2.0,8,521.1197
12.0,-1.75,8,520.00757
12.0,-1.5,8,519.15063
12.0,-1.25,8,518.71185
12.0,-1.0,8,518.1396
12.0,-0.75,8,516.4187
12.0,-0.5,8,514.1968
12.0,-0.25,8,515.5976
12.0,0.0,8,516.6606
12.0,0.25,8,518.9765
12.0,0.5,8,520.41156
12.0,0.75,8,519.48895
12.0,1.0,8,520.1619
12.0,1.25,8,519.50244
12.0,1.5,8,520.13855
12.0,1.75,8,520.3335
12.0,2.0,8,519.45886
12.0,2.25,8,519.36633
12.0,2.5,8,518.02057
12.0,2.75,8,517.2784
12.0,3.0,8,517.0155
12.0,-5.0,9,521.86646
12.0,-4.75,9,523.56714
12.0,-4.5,9,523.35016
12.0,-4.25,9,519.0426
12.0,-4.0,9,518.1828
12.0,-3.75,9,520.3057
12.0,-3.5,9,520.43365
12.0,-3.25,9,519.1032
12.0,-3.0,9,518.12634
12.0,-2.75,9,517.9058
12.0,-2.5,9,515.8618
12.0,-2.25,9,515.5728
12.0,-2.0,9,517.6384
12.0,-1.75,9,516.0899
12.0,-1.5,9,515.14185
12.0,-1.25,9,514.568
12.0,-1.0,9,513.71405
12.0,-0.75,9,511.86227
12.0,-0.5,9,509.29422
12.0,-0.25,9,510.7854
12.0,0.0,9,511.84006
12.0,0.25,9,515.15405
12.0,0.5,9,517.1062
12.0,0.75,9,515.703
12.0,1.0,9,516.4159
12.0,1.25,9,515.1185
12.0,1.5,9,515.87463
12.0,1.75,9,516.2867
12.0,2.0,9,515.1907
12.0,2.25,9,515.53577
12.0,2.5,9,513.9761
12.0,2.75,9,512.66077
12.0,3.0,9,512.0423
12.0,-5.0,10,485.06738
12.0,-4.75,10,490.58243
12.0,-4.5,10,488.87924
12.0,-4.25,10,476.70633
12.0,-4.0,10,476.69894
12.0,-3.75,10,480.4191
12.0,-3.5,10,478.16107
12.0,-3.25,10,471.98563
12.0,-3.0,10,468.09064
12.0,-2.75,10,471.02084
12.0,-2.5,10,472.536
12.0,-2.25,10,471.99643
12.0,-2.0,10,474.02142
12.0,-1.75,10,472.44205
12.0,-1.5,10,472.86008
12.0,-1.25,10,471.51218
12.0,-1.0,10,466.97128
12.0,-0.75,10,468.05515
12.0,-0.5,10,467.63174
12.0,-0.25,10,467.0734
12.0,0.0,10,464.9905
12.0,0.25,10,465.49127
12.0,0.5,10,466.6652
12.0,0.75,10,462.80524
12.0,1.0,10,462.18985
12.0,1.25,10,460.25558
12.0,1.5,10,462.48837
12.0,1.75,10,463.21713
12.0,2.0,10,458.4196
12.0,2.25,10,458.35092
12.0,2.5,10,455.522
12.0,2.75,10,452.6724
12.0,3.0,10,454.33334
12.0,-5.0,11,390.52692
12.0,-4.75,11,393.69333
12.0,-4.5,11,387.95355
12.0,-4.25,11,379.45395
12.0,-4.0,11,384.23062
12.0,-3.75,11,385.95416
12.0,-3.5,11,382.032
12.0,-3.25,11,376.54984
12.0,-3.0,11,378.83292
12.0,-2.75,11,383.7872
12.0,-2.5,11,381.71576
12.0,-2.25,11,380.64615
12.0,-2.0,11,380.93893
12.0,-1.75,11,379.88257
12.0,-1.5,11,380.03134
12.0,-1.25,11,378.5608
12.0,-1.0,11,374.99954
12.0,-0.75,11,374.05148
12.0,-0.5,11,372.98737
12.0,-0.25,11,371.90692
12.0,0.0,11,370.21692
12.0,0.25,11,369.49335
12.0,0.5,11,369.62204
12.0,0.75,11,366.67517
12.0,1.0,11,365.73776
12.0,1.25,11,365.38205
12.0,1.5,11,367.37158
12.0,1.75,11,368.0592
12.0,2.0,11,365.31848
12.0,2.25,11,366.09186
12.0,2.5,11,365.84164
12.0,2.75,11,366.44327
12.0,3.0,11,369.49417
12.0,-5.0,12,352.6084
12.0,-4.75,12,353.51877
12.0,-4.5,12,350.37234
12.0,-4.25,12,347.80115
12.0,-4.0,12,351.1077
12.0,-3.75,12,351.14493
12.0,-3.5,12,349.97662
12.0,-3.25,12,347.7646
12.0,-3.0,12,351.78772
12.0,-2.75,12,354.15503
12.0,-2.5,12,349.2891
12.0,-2.25,12,348.89734
12.0,-2.0,12,349.30435
12.0,-1.75,12,349.43417
12.0,-1.5,12,350.35205
12.0,-1.25,12,348.86594
12.0,-1.0,12,346.34003
12.0,-0.75,12,344.86798
12.0,-0.5,12,344.15958
12.0,-0.25,12,344.1488
12.0,0.0,12,343.55453
12.0,0.25,12,343.48602
12.0,0.5,12,343.92603
12.0,0.75,12,341.87906
12.0,1.0,12,340.57745
12.0,1.25,12,340.1935
12.0,1.5,12,341.0696
12.0,1.75,12,341.67337
12.0,2.0,12,341.13293
12.0,2.25,12,341.9471
12.0,2.5,12,342.56256
12.0,2.75,12,343.59265
12.0,3.0,12,344.3616
11.75,-5.0,1,344.22052
11.75,-4.75,1,343.81616
11.75,-4.5,1,341.52805
11.75,-4.25,1,340.258
11.75,-4.0,1,341.43497
11.75,-3.75,1,340.1908
11.75,-3.5,1,339.39108
11.75,-3.25,1,337.92062
11.75,-3.0,1,341.99762
11.75,-2.75,1,342.6706
11.75,-2.5,1,337.7368
11.75,-2.25,1,337.9812
11.75,-2.0,1,338.62076
11.75,-1.75,1,338.8193
11.75,-1.5,1,339.46594
11.75,-1.25,1,338.45947
11.75,-1.0,1,337.7265
11.75,-0.75,1,337.95798
11.75,-0.5,1,334.85458
11.75,-0.25,1,333.01443
11.75,0.0,1,334.1097
11.75,0.25,1,333.69867
11.75,0.5,1,333.3558
11.75,0.75,1,331.9516
11.75,1.0,1,331.63162
11.75,1.25,1,331.545
11.75,1.5,1,331.90225
11.75,1.75,1,332.76627
11.75,2.0,1,332.03464
11.75,2.25,1,332.95663
11.75,2.5,1,333.79858
11.75,2.75,1,334.0076
11.75,3.0,1,334.81738
11.75,-5.0,2,337.67892
11.75,-4.75,2,337.3554
11.75,-4.5,2,335.93253
11.75,-4.25,2,334.9371
11.75,-4.0,2,335.6671
11.75,-3.75,2,335.07254
11.75,-3.5,2,334.69107
11.75,-3.25,2,333.535
11.75,-3.0,2,336.46957
11.75,-2.75,2,336.6357
11.75,-2.5,2,332.8881
11.75,-2.25,2,333.01865
11.75,-2.0,2,333.42273
11.75,-1.75,2,333.49997
11.75,-1.5,2,333.81403
11.75,-1.25,2,332.95334
11.75,-1.0,2,332.2383
11.75,-0.75,2,332.65085
11.75,-0.5,2,330.1528
11.75,-0.25,2,328.77496
11.75,0.0,2,329.84595
11.75,0.25,2,329.2329
11.75,0.5,2,329.0414
11.75,0.75,2,327.84885
11.75,1.0,2,327.4549
11.75,1.25,2,327.19592
11.75,1.5,2,327.1722
11.75,1.75,2,327.8608
11.75,2.0,2,327.05734
11.75,2.25,2,327.59158
11.75,2.5,2,328.04404
11.75,2.75,2,327.67307
11.75,3.0,2,327.96454
11.75,-5.0,3,359.33807
11.75,-4.75,3,359.29437
11.75,-4.5,3,358.08505
11.75,-4.25,3,356.42914
11.75,-4.0,3,356.81937
11.75,-3.75,3,356.51425
11.75,-3.5,3,355.53525
11.75,-3.25,3,353.45828
11.75,-3.0,3,355.20834
11.75,-2.75,3,355.89642
11.75,-2.5,3,353.89197
11.75,-2.25,3,353.79816
11.75,-2.0,3,353.5124
11.75,-1.75,3,353.00577
11.75,-1.5,3,353.00192
11.75,-1.25,3,352.61465
11.75,-1.0,3,352.4152
11.75,-0.75,3,353.5208
11.75,-0.5,3,351.3557
11.75,-0.25,3,349.93173
11.75,0.0,3,350.4882
11.75,0.25,3,349.70383
11.75,0.5,3,349.8639
11.75,0.75,3,348.66116
11.75,1.0,3,348.6054
11.75,1.25,3,348.163
11.75,1.5,3,347.55063
11.75,1.75,3,347.38824
11.75,2.0,3,345.16208
11.75,2.25,3,344.80887
11.75,2.5,3,344.18137
11.75,2.75,3,342.9432
11.75,3.0,3,342.87558
11.75,-5.0,4,414.6171
11.75,-4.75,4,415.10947
11.75,-4.5,4,414.64536
11.75,-4.25,4,412.45718
11.75,-4.0,4,412.99475
11.75,-3.75,4,413.68582
11.75,-3.5,4,411.98886
11.75,-3.25,4,408.40854
11.75,-3.0,4,409.285
11.75,-2.75,4,410.63614
11.75,-2.5,4,410.5295
11.75,-2.25,4,411.11176
11.75,-2.0,4,410.7271
11.75,-1.75,4,409.43015
11.75,-1.5,4,408.3137
11.75,-1.25,4,407.66257
11.75,-1.0,4,407.19263
11.75,-0.75,4,408.87057
11.75,-0.5,4,407.89102
11.75,-0.25,4,407.15228
11.75,0.0,4,407.85034
11.75,0.25,4,407.05505
11.75,0.5,4,407.57272
11.75,0.75,4,406.31253
11.75,1.0,4,406.19815
11.75,1.25,4,406.11722
11.75,1.5,4,405.57388
11.75,1.75,4,404.44925
11.75,2.0,4,400.88052
11.75,2.25,4,399.56873
11.75,2.5,4,397.12338
11.75,2.75,4,393.5757
11.75,3.0,4,391.6543
11.75,-5.0,5,459.48422
11.75,-4.75,5,460.835
11.75,-4.5,5,459.81323
11.75,-4.25,5,455.98984
11.75,-4.0,5,456.99542
11.75,-3.75,5,458.37213
11.75,-3.5,5,456.85513
11.75,-3.25,5,453.47766
11.75,-3.0,5,453.3361
11.75,-2.75,5,454.06885
11.75,-2.5,5,454.98743
11.75,-2.25,5,456.3436
11.75,-2.0,5,456.2993
11.75,-1.75,5,455.0673
11.75,-1.5,5,453.81757
11.75,-1.25,5,452.54822
11.75,-1.0,5,450.8218
11.75,-0.75,5,452.03323
11.75,-0.5,5,451.99942
11.75,-0.25,5,452.13718
11.75,0.0,5,453.27725
11.75,0.25,5,453.0732
11.75,0.5,5,453.54422
11.75,0.75,5,452.08176
11.75,1.0,5,451.45648
11.75,1.25,5,451.47723
11.75,1.5,5,452.7922
11.75,1.75,5,453.5399
11.75,2.0,5,451.91434
11.75,2.25,5,452.48544
11.75,2.5,5,450.62302
11.75,2.75,5,446.6099
11.75,3.0,5,444.7648
11.75,-5.0,6,488.67963
11.75,-4.75,6,490.1458
11.75,-4.5,6,488.9465
11.75,-4.25,6,485.01813
11.75,-4.0,6,485.98654
11.75,-3.75,6,486.9811
11.75,-3.5,6,484.8718
11.75,-3.25,6,482.34454
11.75,-3.0,6,481.48
11.75,-2.75,6,481.59344
11.75,-2.5,6,483.13217
11.75,-2.25,6,485.3304
11.75,-2.0,6,486.51178
11.75,-1.75,6,485.3209
11.75,-1.5,6,484.8503
11.75,-1.25,6,482.92746
11.75,-1.0,6,479.8967
11.75,-0.75,6,480.45087
11.75,-0.5,6,479.43777
11.75,-0.25,6,479.38498
11.75,0.0,6,479.92166
11.75,0.25,6,480.02335
11.75,0.5,6,480.18756
11.75,0.75,6,477.95963
11.75,1.0,6,476.6882
11.75,1.25,6,475.6097
11.75,1.5,6,477.11636
11.75,1.75,6,477.9666
11.75,2.0,6,477.51413
11.75,2.25,6,480.2032
11.75,2.5,6,479.59393
11.75,2.75,6,476.49927
11.75,3.0,6,476.3673
11.75,-5.0,7,513.48004
11.75,-4.75,7,514.3038
11.75,-4.5,7,513.5513
11.75,-4.25,7,510.31015
11.75,-4.0,7,510.578
11.75,-3.75,7,511.41837
11.75,-3.5,7,509.88724
11.75,-3.25,7,508.27133
11.75,-3.0,7,507.35574
11.75,-2.75,7,507.32758
11.75,-2.5,7,507.95663
11.75,-2.25,7,509.34866
11.75,-2.0,7,510.72357
11.75,-1.75,7,509.944
11.75,-1.5,7,510.0488
11.75,-1.25,7,507.91217
11.75,-1.0,7,505.09268
11.75,-0.75,7,505.28354
11.75,-0.5,7,503.8895
11.75,-0.25,7,503.9312
11.75,0.0,7,503.7925
11.75,0.25,7,504.5419
11.75,0.5,7,505.59106
11.75,0.75,7,503.761
11.75,1.0,7,502.77838
11.75,1.25,7,501.26364
11.75,1.5,7,501.91278
11.75,1.75,7,501.67093
11.75,2.0,7,500.92264
11.75,2.25,7,503.70493
11.75,2.5,7,503.3829
11.75,2.75,7,501.52383
11.75,3.0,7,502.51434
11.75,-5.0,8,524.91846
11.75,-4.75,8,525.52216
11.75,-4.5,8,525.21045
11.75,-4.25,8,523.14514
11.75,-4.0,8,523.252
11.75,-3.75,8,524.4292
11.75,-3.5,8,523.7605
11.75,-3.25,8,522.98755
11.75,-3.0,8,522.3321
11.75,-2.75,8,522.14905
11.75,-2.5,8,522.8568
11.75,-2.25,8,523.9142
11.75,-2.0,8,524.9053
11.75,-1.75,8,524.609
11.75,-1.5,8,524.4326
11.75,-1.25,8,522.05176
11.75,-1.0,8,519.9722
11.75,-0.75,8,519.59955
11.75,-0.5,8,518.0289
11.75,-0.25,8,518.66724
11.75,0.0,8,518.89465
11.75,0.25,8,520.45074
11.75,0.5,8,522.01984
11.75,0.75,8,520.6991
11.75,1.0,8,520.4809
11.75,1.25,8,519.7133
11.75,1.5,8,520.3572
11.75,1.75,8,520.07996
11.75,2.0,8,519.59216
11.75,2.25,8,521.24506
11.75,2.5,8,520.18555
11.75,2.75,8,518.73474
11.75,3.0,8,519.1226
11.75,-5.0,9,522.3256
11.75,-4.75,9,523.12134
11.75,-4.5,9,522.6533
11.75,-4.25,9,520.2152
11.75,-4.0,9,520.6512
11.75,-3.75,9,521.90607
11.75,-3.5,9,520.98773
11.75,-3.25,9,519.97546
11.75,-3.0,9,519.0057
11.75,-2.75,9,519.24786
11.75,-2.5,9,520.3248
11.75,-2.25,9,521.4034
11.75,-2.0,9,522.4904
11.75,-1.75,9,521.99176
11.75,-1.5,9,521.9082
11.75,-1.25,9,518.8644
11.75,-1.0,9,516.4648
11.75,-0.75,9,516.3309
11.75,-0.5,9,514.13007
11.75,-0.25,9,514.8404
11.75,0.0,9,515.26807
11.75,0.25,9,517.506
11.75,0.5,9,519.584
11.75,0.75,9,517.80457
11.75,1.0,9,517.4955
11.75,1.25,9,516.56323
11.75,1.5,9,517.4143
11.75,1.75,9,516.8407
11.75,2.0,9,516.1767
11.75,2.25,9,518.5649
11.75,2.5,9,517.2307
11.75,2.75,9,515.3956
11.75,3.0,9,515.8574
11.75,-5.0,10,490.34268
11.75,-4.75,10,492.47824
11.75,-4.5,10,490.7679
11.75,-4.25,10,483.6187
11.75,-4.0,10,485.44672
11.75,-3.75,10,485.68832
11.75,-3.5,10,480.07535
11.75,-3.25,10,476.2588
11.75,-3.0,10,473.91956
11.75,-2.75,10,475.17484
11.75,-2.5,10,478.8475
11.75,-2.25,10,479.88107
11.75,-2.0,10,481.30682
11.75,-1.75,10,480.17792
11.75,-1.5,10,481.0452
11.75,-1.25,10,479.1806
11.75,-1.0,10,474.91736
11.75,-0.75,10,477.4022
11.75,-0.5,10,475.05206
11.75,-0.25,10,473.44797
11.75,0.0,10,472.3527
11.75,0.25,10,471.91098
11.75,0.5,10,473.2908
11.75,0.75,10,469.35178
11.75,1.0,10,468.41196
11.75,1.25,10,467.82083
11.75,1.5,10,469.33426
11.75,1.75,10,466.95926
11.75,2.0,10,463.10135
11.75,2.25,10,467.27264
11.75,2.5,10,463.82523
11.75,2.75,10,459.9706
11.75,3.0,10,462.9099
11.75,-5.0,11,398.88312
11.75,-4.75,11,399.03104
11.75,-4.5,11,394.02347
11.75,-4.25,11,389.0911
11.75,-4.0,11,393.47388
11.75,-3.75,11,390.98914
11.75,-3.5,11,384.46014
11.75,-3.25,11,380.6078
11.75,-3.0,11,383.94662
11.75,-2.75,11,387.69672
11.75,-2.5,11,387.24057
11.75,-2.25,11,387.10245
11.75,-2.0,11,387.25735
11.75,-1.75,11,386.3483
11.75,-1.5,11,386.3345
11.75,-1.25,11,385.13217
11.75,-1.0,11,383.65607
11.75,-0.75,11,385.6461
11.75,-0.5,11,380.99277
11.75,-0.25,11,376.7535
11.75,0.0,11,376.10727
11.75,0.25,11,374.17096
11.75,0.5,11,373.17557
11.75,0.75,11,369.4651
11.75,1.0,11,369.6482
11.75,1.25,11,370.1487
11.75,1.5,11,370.83673
11.75,1.75,11,370.80194
11.75,2.0,11,368.26645
11.75,2.25,11,371.07242
11.75,2.5,11,370.24063
11.75,2.75,11,369.75198
11.75,3.0,11,373.45688
11.75,-5.0,12,356.54257
11.75,-4.75,12,356.1542
11.75,-4.5,12,352.5403
11.75,-4.25,12,350.77002
11.75,-4.0,12,353.43338
11.75,-3.75,12,351.75385
11.75,-3.5,12,349.57333
11.75,-3.25,12,347.98114
11.75,-3.0,12,353.02975
11.75,-2.75,12,354.54178
11.75,-2.5,12,349.7908
11.75,-2.25,12,349.97723
11.75,-2.0,12,350.85324
11.75,-1.75,12,351.12347
11.75,-1.5,12,351.79483
11.75,-1.25,12,350.99582
11.75,-1.0,12,350.5054
11.75,-0.75,12,351.0103
11.75,-0.5,12,346.899
11.75,-0.25,12,343.93042
11.75,0.0,12,344.16962
11.75,0.25,12,342.94034
11.75,0.5,12,342.193
11.75,0.75,12,340.06198
11.75,1.0,12,339.9396
11.75,1.25,12,340.10345
11.75,1.5,12,340.77133
11.75,1.75,12,341.8165
11.75,2.0,12,340.78867
11.75,2.25,12,342.64212
11.75,2.5,12,343.6329
11.75,2.75,12,344.28928
11.75,3.0,12,346.32333
11.5,-5.0,1,346.69397
11.5,-4.75,1,345.5861
11.5,-4.5,1,343.1191
11.5,-4.25,1,341.77313
11.5,-4.0,1,341.71426
11.5,-3.75,1,339.88077
11.5,-3.5,1,339.2245
11.5,-3.25,1,338.26422
11.5,-3.0,1,341.24094
11.5,-2.75,1,341.1384
11.5,-2.5,1,338.3802
11.5,-2.25,1,338.6757
11.5,-2.0,1,338.88687
11.5,-1.75,1,339.21976
11.5,-1.5,1,339.48007
11.5,-1.25,1,338.90384
11.5,-1.0,1,339.28375
11.5,-0.75,1,340.48175
11.5,-0.5,1,335.92932
11.5,-0.25,1,333.4076
11.5,0.0,1,334.01028
11.5,0.25,1,332.79813
11.5,0.5,1,333.20096
11.5,0.75,1,331.34967
11.5,1.0,1,331.7588
11.5,1.25,1,332.3934
11.5,1.5,1,332.114
11.5,1.75,1,333.05167
11.5,2.0,1,332.9111
11.5,2.25,1,334.4965
11.5,2.5,1,334.30234
11.5,2.75,1,334.9009
11.5,3.0,1,336.2041
11.5,-5.0,2,340.42838
11.5,-4.75,2,339.50702
11.5,-4.5,2,337.92117
11.5,-4.25,2,337.1625
11.5,-4.0,2,337.22415
11.5,-3.75,2,336.1193
11.5,-3.5,2,335.67474
11.5,-3.25,2,334.777
11.5,-3.0,2,336.75824
11.5,-2.75,2,336.43542
11.5,-2.5,2,334.5228
11.5,-2.25,2,334.67505
11.5,-2.0,2,334.66306
11.5,-1.75,2,334.63428
11.5,-1.5,2,334.5952
11.5,-1.25,2,334.15903
11.5,-1.0,2,334.3694
11.5,-0.75,2,335.50488
11.5,-0.5,2,332.12094
11.5,-0.25,2,330.47592
11.5,0.0,2,330.8919
11.5,0.25,2,329.8721
11.5,0.5,2,330.54907
11.5,0.75,2,328.86563
11.5,1.0,2,328.93155
11.5,1.25,2,329.0177
11.5,1.5,2,328.43845
11.5,1.75,2,328.91946
11.5,2.0,2,328.51672
11.5,2.25,2,329.66214
11.5,2.5,2,329.10693
11.5,2.75,2,329.19693
11.5,3.0,2,329.76007
11.5,-5.0,3,365.28964
11.5,-4.75,3,364.94467
11.5,-4.5,3,363.82608
11.5,-4.25,3,362.81137
11.5,-4.0,3,362.46964
11.5,-3.75,3,361.2148
11.5,-3.5,3,360.306
11.5,-3.25,3,358.79105
11.5,-3.0,3,359.99664
